GID;"COD_CIRCUITO";"TURNO_HORARIO";X;Y
9249;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575456.8528185774;6140601.150483306
9370;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576125.999896545;6141063.00003945
9398;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576295.000088702;6141155.00003953
9433;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575645.5844646855;6141029.35273824
9436;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";575982.0517804018;6141057.836743803
32241;"C_DU_RM_CL_14       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576457.6280976989;6140894.030432567
25684;"C_DU_RM_CL_16       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573506.1202382396;6142473.647125086
35915;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584169.6655514704;6148564.948386011
35915;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584169.6655514704;6148564.948386011
35930;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584286.7091056294;6148765.869630504
35930;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584286.7091056294;6148765.869630504
35931;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584187.1351681331;6148805.443887715
35931;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";584187.1351681331;6148805.443887715
35938;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";583835.2557940426;6148363.795290978
35938;"F_DU_RM_CL_12       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";583835.2557940426;6148363.795290978
36151;"C_DU_RM_CL_04       ";"MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ";574399.2500339549;6143090.28502315
36232;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579144.6006886931;6137941.908802195
35663;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";582341.6199715284;6146153.390787247
35665;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";582446.5994766311;6146227.6984184915
35675;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";582361.7341229501;6146406.205185676
35680;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581959.3946317806;6145939.870606072
35683;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581673.1943751755;6145747.885340772
35698;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580560.390892972;6145928.019663771
35699;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580527.2082545251;6145993.792393549
35703;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580592.0988202086;6145721.344957524
35704;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580722.7488025161;6145578.416865847
35706;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580868.8308849848;6145541.469115419
35714;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581122.5491561546;6146275.231240105
35719;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581573.798449478;6146274.762853387
35720;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581641.8177496564;6146310.3262438355
35721;"F_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";581718.1236650851;6146357.974281524
32323;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576851.9129206572;6140621.8556769965
30023;"F_DU_RM_CL_10       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580089.0616294338;6147920.115367504
30361;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578623.5225115176;6136626.706678617
47896;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569591.7759455296;6148520.434425517
47896;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569591.7759455296;6148520.434425517
32384;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577630.6055080979;6136624.218189486
47901;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569567.3686755022;6148828.333150515
47901;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569567.3686755022;6148828.333150515
47908;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569605.5067651751;6149751.699996748
47908;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569605.5067651751;6149751.699996748
33703;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568503.9550241723;6148310.16829065
33742;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568906.235580615;6149139.244387223
47941;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569162.2912338212;6149624.221222539
47941;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569162.2912338212;6149624.221222539
33745;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568404.7045808403;6148648.393590028
47919;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569270.0052689534;6149482.140514239
47919;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569270.0052689534;6149482.140514239
47945;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569044.3962012843;6149576.530247623
47945;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569044.3962012843;6149576.530247623
47946;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568920.7568466093;6149674.40011724
47946;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568920.7568466093;6149674.40011724
47949;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568557.4889567476;6149577.9390312545
47949;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568557.4889567476;6149577.9390312545
47961;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567995.5741960333;6150178.081109845
47961;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567995.5741960333;6150178.081109845
33841;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";567984.2222298663;6149073.968156472
7031;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577600.000025918;6136134.00006686
7650;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577441.0760962156;6136139.041208774
7457;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577693.999898005;6136843.99993952
7465;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577935.00009023;6137224.99987587
7477;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578114.4273181212;6137383.461103931
7488;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577380.000025713;6136934.0000676
7536;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577144.000025493;6137703.00003632
7545;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577432.999961762;6137851.99994046
7559;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577323.1432333584;6137379.718630397
7931;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577646.6585401696;6137371.010193272
11059;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574099.000086657;6140408.99987884
11067;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573941.999894511;6140282.00007072
11070;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573501.5071955425;6139884.785748899
11105;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573600.4825933164;6140031.7492183205
11123;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574006.1317614656;6139695.082903165
11130;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573855.00008643;6140203.00003865
36235;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574283.1832014452;6140165.343052396
36236;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578894.3886830404;6137915.025608932
36239;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579086.1862605921;6137737.888282327
36242;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573542.6792291873;6140095.000052497
36255;"C_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";573555.4195151146;6139901.823904393
36267;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577130.7995788642;6139084.351793532
36270;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577244.248126881;6139032.327771847
36295;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577024.0690077456;6139320.633784763
32561;"F_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";580936.6413589569;6142045.10366625
33581;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568303.384379104;6148254.189197071
33642;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569388.0832528317;6148038.55522981
33702;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568551.2511162973;6148392.303406982
33721;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568408.1716137392;6148374.541996515
33741;"G_DU_RM_CL_08       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568885.8913865398;6148843.875729842
33985;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569036.8784856861;6149262.861803062
33985;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569036.8784856861;6149262.861803062
33986;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568826.0219657543;6149307.872226036
33986;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568826.0219657543;6149307.872226036
33987;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569021.0155773414;6149491.661614622
33987;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569021.0155773414;6149491.661614622
34085;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568046.5012693957;6150282.487324155
34085;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568046.5012693957;6150282.487324155
47922;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568934.805737925;6149165.084383445
47922;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568934.805737925;6149165.084383445
47947;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568700.503062168;6149469.134279955
47947;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568700.503062168;6149469.134279955
47948;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568706.2046211881;6149474.360709057
47948;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568706.2046211881;6149474.360709057
47968;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568314.5673315369;6150067.598556623
47968;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568314.5673315369;6150067.598556623
47969;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568217.2825943418;6149906.808504871
47969;"G_DU_RM_CL_09       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";568217.2825943418;6149906.808504871
48700;"F_DU_RM_CL_02       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";579788.5797714209;6142144.744261063
48703;"CH_DU_RM_CL_07      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578219.7970150344;6136893.262897873
50965;"G_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Vespertino (14 a 22 hrs.)                                                                                                                                                                                                                                 ";570537.0174140101;6147719.186910164
51018;"F_DU_RM_CL_03       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";579043.2004954495;6142724.011240459
51021;"C_DU_RM_CL_07       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";574546.0497457135;6140942.553822988
51079;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576782.8534769274;6140103.793661113
51084;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576277.6611001189;6139218.453420886
51086;"C_DU_RM_CL_13       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ";576329.8318063035;6139282.8588502025
46191;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";571006.7958966625;6145372.91811681
46214;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569212.5374189318;6146025.672948683
46216;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569101.3817627955;6146198.377604496
46223;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569521.4491294081;6146224.209911025
46224;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569607.5642455531;6146163.857765917
46225;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569608.8854439849;6146162.818887864
46227;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569800.7773960005;6146250.369590971
46228;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569836.1574746534;6146300.141566024
46229;"G_DU_RM_CL_11       ";"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ";569866.7402545059;6146340.318943477
