GID;"COD_CIRCUITO";"TURNO_HORARIO";X;Y
6998;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577949.9333863748;6138642.737506629
7001;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578730.6254400878;6138654.171743183
7006;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577273.6879626911;6139162.621105589
7013;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576904.6808534547;6138940.232305737
7014;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576767.1999061534;6139276.179497483
7019;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578394.470416934;6138749.333635465
7020;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578063.7610462374;6139018.093606122
7021;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578978.1903004599;6138688.373449042
7024;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576991.2931193309;6137691.082667819
7025;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577677.1760297142;6135458.048241032
7029;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576944.5194435106;6137601.391605552
7032;"CH_DU_RM_CL_04      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577407.2927861998;6136151.003571457
7044;"CH_DU_RM_CL_06      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577050.8411822974;6137498.922103677
7054;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577240.8360050133;6135948.198933742
7061;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576819.2092890191;6135962.935074954
7063;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577091.354795969;6136003.119437215
7065;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576971.282113975;6136122.536225641
7068;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577096.999961449;6135914.00006665
7069;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576920.2111291965;6135633.682255588
7071;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576623.1756475642;6136426.032739295
7072;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577066.0360921744;6135827.426124177
7075;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577205.4034221286;6135886.634820977
7082;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579037.3138277569;6138919.560673341
7090;"CH_DU_RM_CL_11      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578263.4744028603;6138434.45193526
7094;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577433.3076432283;6139607.902780137
7098;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577506.6133983553;6139023.155322673
7099;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577153.7669575326;6138750.854136486
7104;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577174.3671676472;6135799.6679767
7110;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579661.999931838;6137515.00003614
7119;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577459.6789748587;6139459.548540528
7120;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577257.7530017626;6138957.750747754
7124;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576995.3089753389;6138909.764731999
7133;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576834.6384509666;6139021.31635254
7137;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579398.3774590305;6137710.653444297
7141;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579360.0842694576;6137572.4864157215
7146;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576871.7770539282;6139072.318338114
7148;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577424.4215755101;6138919.323270408
7156;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576906.8231981741;6135651.851590547
7157;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576972.6556433055;6136004.669612717
7165;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579446.0483335486;6137362.411121716
7166;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579446.5930568133;6137364.594213184
7168;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578614.8644343681;6137381.31953505
7170;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579344.999963543;6137247.99993989
7173;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577134.6101501404;6139270.817234034
7175;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577372.7666329208;6139258.647287904
7179;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579611.3623380365;6137525.248108549
7180;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579789.2916574067;6137408.457090887
7185;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577137.2348968248;6136680.426828038
7186;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577224.4791888192;6136556.052870518
7187;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577138.352964746;6136504.038305971
7193;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579192.2833685327;6137601.987444467
7194;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579476.155898969;6137501.103341402
7197;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578731.349296547;6137454.957232765
7201;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578708.4791782432;6137021.706997958
7204;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577384.2714643138;6139018.949987002
7206;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579496.73159848;6137623.88587985
7207;"CH_DU_RM_CL_09      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";579198.1177652968;6137498.086932221
7210;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577199.853156955;6139058.283485767
7216;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577219.0450562112;6139563.433036271
7223;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577119.3130709117;6136447.07514273
7230;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577196.5329020808;6136411.547568116
7233;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576936.3339241962;6136418.384859005
7235;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577014.2770488621;6136462.15014826
7238;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577077.5943013893;6139897.823417702
7240;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577172.8995961327;6136205.7388149565
7241;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576744.7693235454;6136084.903137439
7242;"CH_DU_RM_CL_02      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576744.336937343;6136092.697435823
7251;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577638.418383931;6136050.403900955
7253;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577655.2501890643;6135587.395418546
7254;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577725.999898035;6136023.99993875
7257;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577540.999961863;6135575.00003434
7259;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577261.4305524891;6135595.623772992
7260;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577565.7223744737;6135613.25031792
7266;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577537.99989786;6135888.99987463
7269;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577385.3530837239;6135675.055348506
7270;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577517.8015992568;6135979.908358833
7271;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577734.2784871741;6135746.731154851
7272;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577719.9175818751;6135852.014272702
7276;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577668.3789554593;6135937.165534515
7277;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577666.4885900989;6135937.779903256
7288;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577276.6770573871;6135055.086755704
7303;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576991.3722816277;6139831.185750513
7305;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577066.2105225318;6135524.933903988
7306;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577261.3238056819;6135242.507442474
7308;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577101.9881895375;6135410.502159518
7314;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577454.9340039692;6135364.230008734
7315;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577459.730907326;6135361.135232375
7317;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577382.7891131239;6135406.87399745
7318;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577276.4855273812;6135471.127782301
7319;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577339.0227265735;6135233.265934221
7320;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577346.7528638152;6135198.959604603
7323;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577377.7414408312;6135140.509345396
7326;"CH_DU_RM_CL_01      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577148.234485771;6135309.50849904
7328;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577139.5916470591;6139855.964553305
7329;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576960.3425282033;6139750.686431181
7331;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577057.8584008409;6139709.828752147
7332;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576964.5942804383;6139507.37655638
7334;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576855.7332551179;6139196.587524457
7336;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576787.689354669;6139541.240189904
7338;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577041.023651375;6139510.980764532
7339;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577249.1481430685;6139741.91162386
7343;"CH_DU_RM_CL_13      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576584.1762342346;6139456.288411164
7344;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577273.646361614;6135697.00528245
7345;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577308.7813582282;6135686.922452116
7346;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577278.1067292561;6135695.749683475
7348;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577307.3569413675;6135799.358295761
7351;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576354.1528265374;6138703.050145695
7359;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576607.8440381489;6138572.549699468
7362;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576788.492826538;6138363.3251456935
7367;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576555.6594932046;6138185.736812358
7368;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578684.0224488429;6137646.676827898
7369;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578796.546646623;6137722.510618638
7370;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578759.000090997;6137995.00003659
7376;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578841.3079002341;6138103.230499357
7379;"CH_DU_RM_CL_10      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";578609.0413975557;6137817.291770794
7382;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576605.2041445749;6138574.001640933
7384;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576395.8511598711;6138111.441812357
7385;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576500.2683750137;6138410.988212747
7386;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576673.7024274193;6138996.758898435
7389;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576957.4028265378;6138721.04181236
7393;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576925.627687463;6138788.248136734
7397;"CH_DU_RM_CL_12      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";576390.541150479;6138486.591761616
7401;"CH_DU_RM_CL_03      ";"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ";577311.8988386953;6135797.087347097
